Shipment ID,Origin,Destination,Shipment Date,Estimated Delivery Date,Actual Delivery Date,Shipment Status,Carrier Name,Mode of Transportation,Product ID,Product Name,Weight (kg),Dimensions (LxWxH cm),Special Handling Instructions,Customer ID,Customer Region,Preferred Delivery Times,Cat ID,Cat Name,Breed,Age (Years),Health Certificate Status,Behavioral Notes,Route ID,Intermediate Stops,Distance Covered (km),Delay Reasons,Cost of Shipment (PHP),Carbon Emissions (kg CO2)
SHP-PH1079,Shelter Quezon City,Customer Home Davao,2024-11-08,2024-11-19,2024-11-17,In-transit,Pet Express,Air,CAT-FOOD-002,Premium Cat Food,5.0,40x20x15,Keep Dry,CUST-PH1079,Bacolod,Morning,N/A,N/A,N/A,N/A,N/A,N/A,RT-PH1079,"Makati, Taguig",527,None,205,55
SHP-PH1080,Warehouse Bacolod,Cat Café Manila,2024-11-21,2024-11-29,2024-11-12,In-transit,J&T Express,Road,CAT-TOY-001,Catnip Toy,0.3,12x6x6,None,CUST-PH1080,Bacolod,Evening,N/A,N/A,N/A,N/A,N/A,N/A,RT-PH1080,Davao City Hub,46,Traffic,1271,80
SHP-PH1081,Warehouse Bacolod,Cat Café Manila,2024-11-18,2024-11-21,2024-11-28,Delivered,PawLogistics,Air,CAT-TOY-001,Catnip Toy,0.3,12x6x6,Keep Dry,CUST-PH1081,Metro Manila,Afternoon,N/A,N/A,N/A,N/A,N/A,N/A,RT-PH1081,Davao City Hub,332,Technical Issue,490,22
SHP-PH1082,Shelter Quezon City,Customer Home Pasig,2024-11-08,2024-11-11,2024-11-09,In-transit,LBC Express,Air,LIVE-CAT-004,Live Cat,4.0,35x35x35,Live Animal,CUST-PH1082,Metro Manila,Morning,CAT-PH1082,Muning,Siamese,4,Up-to-date,Calm,RT-PH1082,Clark Airport,451,Technical Issue,1217,33
SHP-PH1083,Shelter Manila,Cat Café Cebu,2024-11-22,2024-11-15,2024-11-14,Delivered,J&T Express,Road,CAT-FOOD-002,Premium Cat Food,5.0,40x20x15,Live Animal,CUST-PH1083,Cebu,Morning,N/A,N/A,N/A,N/A,N/A,N/A,RT-PH1083,"Makati, Taguig",304,None,1700,4
SHP-PH1084,Warehouse Bacolod,Cat Café Manila,2024-11-23,2024-11-29,2024-11-14,In-transit,LBC Express,Air,CAT-FOOD-002,Premium Cat Food,5.0,40x20x15,Live Animal,CUST-PH1084,Iloilo,Morning,N/A,N/A,N/A,N/A,N/A,N/A,RT-PH1084,Cebu City Airport,463,None,404,20
SHP-PH1085,Shelter Quezon City,Customer Home Davao,2024-11-05,2024-11-17,2024-11-23,Delivered,J&T Express,Air,CAT-SCRATCH-005,Cat Scratcher,3.5,50x40x20,Handle with Care,CUST-PH1085,Iloilo,Morning,N/A,N/A,N/A,N/A,N/A,N/A,RT-PH1085,Davao City Hub,543,Customs,1561,37
SHP-PH1086,Shelter Manila,Cat Café Makati,2024-11-07,2024-11-23,2024-11-27,In-transit,Grab Pet Transport,Road,CAT-SCRATCH-005,Cat Scratcher,3.5,50x40x20,Keep Dry,CUST-PH1086,Metro Manila,Morning,N/A,N/A,N/A,N/A,N/A,N/A,RT-PH1086,"Makati, Taguig",277,Technical Issue,670,19
SHP-PH1087,Warehouse Cebu,Customer Home Pasig,2024-11-17,2024-11-06,2024-11-18,Delivered,PawLogistics,Air,CAT-LIT-003,Cat Litter,8.0,45x35x25,Handle with Care,CUST-PH1087,Iloilo,Morning,N/A,N/A,N/A,N/A,N/A,N/A,RT-PH1087,"Naga, Talisay",1011,Weather,492,78
SHP-PH1088,Shelter Quezon City,Cat Café Makati,2024-11-30,2024-11-30,2024-11-08,Delayed,Pet Express,Air,LIVE-CAT-004,Live Cat,4.0,35x35x35,None,CUST-PH1088,Bacolod,Afternoon,CAT-PH1088,Mittens,Siamese,4,Up-to-date,Calm,RT-PH1088,"Naga, Talisay",428,Weather,1888,47
SHP-PH1089,Warehouse Bacolod,Customer Home Pasig,2024-11-25,2024-11-22,2024-11-27,Delivered,PawLogistics,Road,LIVE-CAT-004,Live Cat,4.0,35x35x35,Fragile,CUST-PH1089,Iloilo,Morning,CAT-PH1089,Pusa,Puspin,2,Up-to-date,Shy,RT-PH1089,"Makati, Taguig",516,Traffic,1518,30
SHP-PH1090,Warehouse Cebu,Cat Café Manila,2024-11-14,2024-11-05,2024-11-05,Delayed,LBC Express,Air,CAT-TOY-001,Catnip Toy,0.3,12x6x6,None,CUST-PH1090,Metro Manila,Afternoon,N/A,N/A,N/A,N/A,N/A,N/A,RT-PH1090,Clark Airport,277,Customs,1852,88
SHP-PH1091,Shelter Quezon City,Cat Café Cebu,2024-11-09,2024-11-17,2024-11-21,Delivered,PawLogistics,Road,CAT-LIT-003,Cat Litter,8.0,45x35x25,Keep Dry,CUST-PH1091,Bacolod,Morning,N/A,N/A,N/A,N/A,N/A,N/A,RT-PH1091,Cebu City Airport,446,Traffic,1497,64
SHP-PH1092,Warehouse Bacolod,Cat Café Cebu,2024-11-09,2024-11-07,2024-11-11,In-transit,Grab Pet Transport,Road,CAT-SCRATCH-005,Cat Scratcher,3.5,50x40x20,Fragile,CUST-PH1092,Davao,Afternoon,N/A,N/A,N/A,N/A,N/A,N/A,RT-PH1092,Cebu City Airport,125,Customs,1825,94
SHP-PH1093,Shelter Manila,Customer Home Pasig,2024-11-20,2024-11-18,2024-11-13,Delayed,LBC Express,Road,CAT-SCRATCH-005,Cat Scratcher,3.5,50x40x20,None,CUST-PH1093,Davao,Evening,N/A,N/A,N/A,N/A,N/A,N/A,RT-PH1093,Clark Airport,529,None,1239,35
SHP-PH1094,Shelter Quezon City,Cat Café Manila,2024-11-06,2024-11-16,2024-11-19,In-transit,Grab Pet Transport,Air,CAT-TOY-001,Catnip Toy,0.3,12x6x6,None,CUST-PH1094,Iloilo,Afternoon,N/A,N/A,N/A,N/A,N/A,N/A,RT-PH1094,"Makati, Taguig",448,None,855,70
SHP-PH1095,Warehouse Cebu,Customer Home Pasig,2024-11-08,2024-11-15,2024-11-30,In-transit,LBC Express,Air,LIVE-CAT-004,Live Cat,4.0,35x35x35,Handle with Care,CUST-PH1095,Cebu,Morning,CAT-PH1095,Pusa,Puspin,4,Up-to-date,Playful,RT-PH1095,Cebu City Airport,784,Technical Issue,1400,48
SHP-PH1096,Warehouse Bacolod,Cat Café Manila,2024-11-06,2024-11-21,2024-11-26,In-transit,Grab Pet Transport,Road,CAT-TOY-001,Catnip Toy,0.3,12x6x6,None,CUST-PH1096,Metro Manila,Evening,N/A,N/A,N/A,N/A,N/A,N/A,RT-PH1096,Cebu City Airport,292,Customs,816,62
SHP-PH1097,Warehouse Cebu,Cat Café Cebu,2024-11-05,2024-11-19,2024-11-09,Delivered,Pet Express,Road,LIVE-CAT-004,Live Cat,4.0,35x35x35,Keep Dry,CUST-PH1097,Cebu,Evening,CAT-PH1097,Muning,Maine Coon,5,Up-to-date,Shy,RT-PH1097,"Naga, Talisay",710,Technical Issue,1115,26
SHP-PH1098,Warehouse Cebu,Cat Café Makati,2024-11-27,2024-11-24,2024-11-25,Delayed,Grab Pet Transport,Road,CAT-SCRATCH-005,Cat Scratcher,3.5,50x40x20,None,CUST-PH1098,Iloilo,Evening,N/A,N/A,N/A,N/A,N/A,N/A,RT-PH1098,Davao City Hub,1467,Customs,1146,13
SHP-PH1099,Shelter Manila,Cat Café Makati,2024-11-08,2024-11-17,2024-11-25,Delayed,Grab Pet Transport,Air,CAT-SCRATCH-005,Cat Scratcher,3.5,50x40x20,Live Animal,CUST-PH1099,Cebu,Morning,N/A,N/A,N/A,N/A,N/A,N/A,RT-PH1099,Clark Airport,465,Technical Issue,210,91
SHP-PH1100,Warehouse Bacolod,Customer Home Pasig,2024-11-11,2024-11-03,2024-11-28,In-transit,PawLogistics,Air,LIVE-CAT-004,Live Cat,4.0,35x35x35,Live Animal,CUST-PH1100,Metro Manila,Afternoon,CAT-PH1100,Bunso,Maine Coon,5,Up-to-date,Shy,RT-PH1100,"Makati, Taguig",234,None,1790,52
SHP-PH1101,Shelter Manila,Cat Café Manila,2024-11-03,2024-11-08,2024-11-20,In-transit,J&T Express,Road,CAT-SCRATCH-005,Cat Scratcher,3.5,50x40x20,Keep Dry,CUST-PH1101,Metro Manila,Afternoon,N/A,N/A,N/A,N/A,N/A,N/A,RT-PH1101,Davao City Hub,1349,None,1516,48
SHP-PH1102,Shelter Quezon City,Cat Café Cebu,2024-11-21,2024-11-20,2024-11-25,In-transit,J&T Express,Road,CAT-FOOD-002,Premium Cat Food,5.0,40x20x15,None,CUST-PH1102,Davao,Afternoon,N/A,N/A,N/A,N/A,N/A,N/A,RT-PH1102,Cebu City Airport,555,None,1399,78
SHP-PH1103,Warehouse Cebu,Customer Home Pasig,2024-11-01,2024-11-03,2024-11-04,Delayed,PawLogistics,Road,LIVE-CAT-004,Live Cat,4.0,35x35x35,Handle with Care,CUST-PH1103,Metro Manila,Afternoon,CAT-PH1103,Pusa,Siamese,2,Up-to-date,Shy,RT-PH1103,Clark Airport,895,Traffic,1202,17
SHP-PH1104,Shelter Quezon City,Cat Café Makati,2024-11-03,2024-11-02,2024-11-23,Delivered,Pet Express,Road,CAT-TOY-001,Catnip Toy,0.3,12x6x6,Live Animal,CUST-PH1104,Metro Manila,Evening,N/A,N/A,N/A,N/A,N/A,N/A,RT-PH1104,Davao City Hub,851,Technical Issue,1727,50
SHP-PH1105,Warehouse Bacolod,Cat Café Makati,2024-11-13,2024-11-14,2024-11-16,Delayed,Grab Pet Transport,Air,CAT-FOOD-002,Premium Cat Food,5.0,40x20x15,Live Animal,CUST-PH1105,Bacolod,Afternoon,N/A,N/A,N/A,N/A,N/A,N/A,RT-PH1105,"Makati, Taguig",1117,Traffic,1945,7
SHP-PH1106,Pet Store Davao,Cat Café Cebu,2024-11-15,2024-11-20,2024-11-27,In-transit,PawLogistics,Road,LIVE-CAT-004,Live Cat,4.0,35x35x35,Live Animal,CUST-PH1106,Davao,Morning,CAT-PH1106,Mittens,Maine Coon,1,Up-to-date,Playful,RT-PH1106,"Makati, Taguig",671,Weather,271,1
SHP-PH1107,Pet Store Davao,Cat Café Cebu,2024-11-15,2024-11-30,2024-11-02,Delivered,J&T Express,Road,CAT-LIT-003,Cat Litter,8.0,45x35x25,Keep Dry,CUST-PH1107,Davao,Morning,N/A,N/A,N/A,N/A,N/A,N/A,RT-PH1107,"Makati, Taguig",398,None,1723,73
SHP-PH1108,Shelter Quezon City,Cat Café Manila,2024-11-06,2024-11-18,2024-11-16,Delayed,J&T Express,Road,CAT-SCRATCH-005,Cat Scratcher,3.5,50x40x20,None,CUST-PH1108,Davao,Afternoon,N/A,N/A,N/A,N/A,N/A,N/A,RT-PH1108,Clark Airport,353,Traffic,1107,83
SHP-PH1109,Shelter Manila,Customer Home Pasig,2024-11-09,2024-11-30,2024-11-18,Delivered,Pet Express,Road,CAT-FOOD-002,Premium Cat Food,5.0,40x20x15,Keep Dry,CUST-PH1109,Iloilo,Evening,N/A,N/A,N/A,N/A,N/A,N/A,RT-PH1109,Cebu City Airport,1322,Traffic,1471,16
SHP-PH1110,Shelter Manila,Customer Home Davao,2024-11-04,2024-11-09,2024-11-07,Delayed,LBC Express,Road,CAT-SCRATCH-005,Cat Scratcher,3.5,50x40x20,Live Animal,CUST-PH1110,Davao,Morning,N/A,N/A,N/A,N/A,N/A,N/A,RT-PH1110,"Makati, Taguig",232,Traffic,257,43
SHP-PH1111,Pet Store Davao,Customer Home Davao,2024-11-15,2024-11-15,2024-11-26,Delivered,Grab Pet Transport,Road,CAT-FOOD-002,Premium Cat Food,5.0,40x20x15,None,CUST-PH1111,Davao,Evening,N/A,N/A,N/A,N/A,N/A,N/A,RT-PH1111,Davao City Hub,1352,Customs,285,30
SHP-PH1112,Warehouse Bacolod,Cat Café Cebu,2024-11-09,2024-11-23,2024-11-17,Delivered,PawLogistics,Road,CAT-LIT-003,Cat Litter,8.0,45x35x25,Live Animal,CUST-PH1112,Iloilo,Morning,N/A,N/A,N/A,N/A,N/A,N/A,RT-PH1112,"Makati, Taguig",1228,Traffic,457,14
SHP-PH1113,Warehouse Cebu,Cat Café Manila,2024-11-06,2024-11-08,2024-11-15,Delivered,PawLogistics,Road,CAT-SCRATCH-005,Cat Scratcher,3.5,50x40x20,Handle with Care,CUST-PH1113,Metro Manila,Evening,N/A,N/A,N/A,N/A,N/A,N/A,RT-PH1113,Cebu City Airport,653,Weather,1186,65
SHP-PH1114,Shelter Quezon City,Customer Home Pasig,2024-11-22,2024-11-23,2024-11-17,In-transit,Pet Express,Road,CAT-LIT-003,Cat Litter,8.0,45x35x25,Live Animal,CUST-PH1114,Metro Manila,Evening,N/A,N/A,N/A,N/A,N/A,N/A,RT-PH1114,Cebu City Airport,1123,Customs,545,34
SHP-PH1115,Shelter Quezon City,Cat Café Cebu,2024-11-02,2024-11-18,2024-11-27,In-transit,LBC Express,Air,CAT-SCRATCH-005,Cat Scratcher,3.5,50x40x20,Keep Dry,CUST-PH1115,Davao,Evening,N/A,N/A,N/A,N/A,N/A,N/A,RT-PH1115,Cebu City Airport,16,Technical Issue,659,25
SHP-PH1116,Shelter Manila,Cat Café Makati,2024-11-15,2024-11-15,2024-11-09,Delayed,Grab Pet Transport,Air,LIVE-CAT-004,Live Cat,4.0,35x35x35,None,CUST-PH1116,Bacolod,Evening,CAT-PH1116,Muning,Puspin,2,Up-to-date,Calm,RT-PH1116,Cebu City Airport,867,Technical Issue,1678,18
SHP-PH1117,Shelter Quezon City,Customer Home Davao,2024-11-09,2024-11-06,2024-11-30,Delayed,Grab Pet Transport,Road,CAT-SCRATCH-005,Cat Scratcher,3.5,50x40x20,Fragile,CUST-PH1117,Bacolod,Afternoon,N/A,N/A,N/A,N/A,N/A,N/A,RT-PH1117,"Naga, Talisay",792,Technical Issue,1865,47
SHP-PH1118,Warehouse Bacolod,Cat Café Makati,2024-11-25,2024-11-26,2024-11-13,Delivered,PawLogistics,Road,CAT-SCRATCH-005,Cat Scratcher,3.5,50x40x20,Handle with Care,CUST-PH1118,Metro Manila,Evening,N/A,N/A,N/A,N/A,N/A,N/A,RT-PH1118,Cebu City Airport,570,None,1509,43
SHP-PH1119,Shelter Quezon City,Cat Café Makati,2024-11-15,2024-11-12,2024-11-05,In-transit,J&T Express,Air,CAT-LIT-003,Cat Litter,8.0,45x35x25,Handle with Care,CUST-PH1119,Metro Manila,Evening,N/A,N/A,N/A,N/A,N/A,N/A,RT-PH1119,Davao City Hub,866,None,1382,42
SHP-PH1120,Warehouse Bacolod,Customer Home Davao,2024-11-20,2024-11-08,2024-11-04,Delayed,PawLogistics,Road,LIVE-CAT-004,Live Cat,4.0,35x35x35,Handle with Care,CUST-PH1120,Bacolod,Morning,CAT-PH1120,Bunso,Puspin,2,Up-to-date,Calm,RT-PH1120,Clark Airport,1422,Weather,1430,29
SHP-PH1121,Warehouse Bacolod,Cat Café Makati,2024-11-18,2024-11-14,2024-11-29,Delayed,Pet Express,Air,CAT-LIT-003,Cat Litter,8.0,45x35x25,Handle with Care,CUST-PH1121,Iloilo,Morning,N/A,N/A,N/A,N/A,N/A,N/A,RT-PH1121,"Naga, Talisay",1097,Weather,1524,9
SHP-PH1122,Warehouse Bacolod,Cat Café Cebu,2024-11-18,2024-11-18,2024-11-20,Delivered,Pet Express,Air,CAT-LIT-003,Cat Litter,8.0,45x35x25,Live Animal,CUST-PH1122,Davao,Evening,N/A,N/A,N/A,N/A,N/A,N/A,RT-PH1122,Davao City Hub,848,Weather,1135,25
SHP-PH1123,Warehouse Cebu,Customer Home Davao,2024-11-26,2024-11-23,2024-11-14,Delayed,Pet Express,Air,CAT-TOY-001,Catnip Toy,0.3,12x6x6,Keep Dry,CUST-PH1123,Cebu,Morning,N/A,N/A,N/A,N/A,N/A,N/A,RT-PH1123,Davao City Hub,541,Traffic,1679,2
SHP-PH1124,Shelter Quezon City,Cat Café Cebu,2024-11-17,2024-11-05,2024-11-20,Delayed,Grab Pet Transport,Air,CAT-TOY-001,Catnip Toy,0.3,12x6x6,Fragile,CUST-PH1124,Bacolod,Evening,N/A,N/A,N/A,N/A,N/A,N/A,RT-PH1124,Cebu City Airport,188,None,1317,12
SHP-PH1125,Shelter Quezon City,Cat Café Manila,2024-11-25,2024-11-24,2024-11-20,In-transit,Grab Pet Transport,Air,CAT-TOY-001,Catnip Toy,0.3,12x6x6,Keep Dry,CUST-PH1125,Bacolod,Afternoon,N/A,N/A,N/A,N/A,N/A,N/A,RT-PH1125,"Naga, Talisay",1348,None,1835,93
SHP-PH1126,Shelter Manila,Cat Café Cebu,2024-11-19,2024-11-04,2024-11-06,Delayed,PawLogistics,Road,CAT-TOY-001,Catnip Toy,0.3,12x6x6,Handle with Care,CUST-PH1126,Metro Manila,Morning,N/A,N/A,N/A,N/A,N/A,N/A,RT-PH1126,Clark Airport,1409,Traffic,1934,80
SHP-PH1127,Shelter Manila,Cat Café Makati,2024-11-22,2024-11-27,2024-11-11,Delivered,Pet Express,Road,CAT-TOY-001,Catnip Toy,0.3,12x6x6,Handle with Care,CUST-PH1127,Metro Manila,Evening,N/A,N/A,N/A,N/A,N/A,N/A,RT-PH1127,"Naga, Talisay",604,None,419,100
SHP-PH1128,Warehouse Bacolod,Customer Home Pasig,2024-11-25,2024-11-10,2024-11-27,In-transit,J&T Express,Air,CAT-SCRATCH-005,Cat Scratcher,3.5,50x40x20,Keep Dry,CUST-PH1128,Bacolod,Afternoon,N/A,N/A,N/A,N/A,N/A,N/A,RT-PH1128,Davao City Hub,378,None,653,69
SHP-PH1129,Shelter Manila,Customer Home Pasig,2024-11-26,2024-11-09,2024-11-29,In-transit,Grab Pet Transport,Road,CAT-TOY-001,Catnip Toy,0.3,12x6x6,Keep Dry,CUST-PH1129,Davao,Evening,N/A,N/A,N/A,N/A,N/A,N/A,RT-PH1129,"Naga, Talisay",789,Traffic,709,40
SHP-PH1130,Warehouse Cebu,Cat Café Cebu,2024-11-29,2024-11-06,2024-11-23,Delayed,LBC Express,Air,LIVE-CAT-004,Live Cat,4.0,35x35x35,Fragile,CUST-PH1130,Davao,Evening,CAT-PH1130,Mittens,Persian,5,Up-to-date,Calm,RT-PH1130,Cebu City Airport,526,Traffic,890,48
SHP-PH1131,Warehouse Bacolod,Customer Home Pasig,2024-11-26,2024-11-21,2024-11-08,In-transit,Pet Express,Air,CAT-SCRATCH-005,Cat Scratcher,3.5,50x40x20,Keep Dry,CUST-PH1131,Bacolod,Afternoon,N/A,N/A,N/A,N/A,N/A,N/A,RT-PH1131,"Makati, Taguig",745,Traffic,1346,66
SHP-PH1132,Pet Store Davao,Cat Café Manila,2024-11-17,2024-11-19,2024-11-27,Delayed,J&T Express,Road,CAT-TOY-001,Catnip Toy,0.3,12x6x6,Handle with Care,CUST-PH1132,Cebu,Afternoon,N/A,N/A,N/A,N/A,N/A,N/A,RT-PH1132,Clark Airport,839,Traffic,406,93
SHP-PH1133,Warehouse Bacolod,Cat Café Manila,2024-11-03,2024-11-29,2024-11-15,Delayed,Grab Pet Transport,Air,CAT-LIT-003,Cat Litter,8.0,45x35x25,Handle with Care,CUST-PH1133,Bacolod,Morning,N/A,N/A,N/A,N/A,N/A,N/A,RT-PH1133,"Makati, Taguig",129,Traffic,833,91
SHP-PH1134,Warehouse Cebu,Cat Café Makati,2024-11-03,2024-11-04,2024-11-26,In-transit,Grab Pet Transport,Air,LIVE-CAT-004,Live Cat,4.0,35x35x35,Fragile,CUST-PH1134,Iloilo,Morning,CAT-PH1134,Mittens,Puspin,3,Up-to-date,Calm,RT-PH1134,Cebu City Airport,1133,Customs,529,43
SHP-PH1135,Pet Store Davao,Cat Café Cebu,2024-11-24,2024-11-07,2024-11-14,Delayed,Pet Express,Road,CAT-SCRATCH-005,Cat Scratcher,3.5,50x40x20,None,CUST-PH1135,Metro Manila,Evening,N/A,N/A,N/A,N/A,N/A,N/A,RT-PH1135,Cebu City Airport,75,None,986,88
SHP-PH1136,Shelter Manila,Customer Home Pasig,2024-11-13,2024-11-24,2024-11-28,Delayed,PawLogistics,Road,CAT-FOOD-002,Premium Cat Food,5.0,40x20x15,Keep Dry,CUST-PH1136,Bacolod,Morning,N/A,N/A,N/A,N/A,N/A,N/A,RT-PH1136,Clark Airport,1238,Weather,262,22
SHP-PH1137,Pet Store Davao,Cat Café Manila,2024-11-12,2024-11-24,2024-11-06,In-transit,PawLogistics,Air,CAT-FOOD-002,Premium Cat Food,5.0,40x20x15,Live Animal,CUST-PH1137,Bacolod,Morning,N/A,N/A,N/A,N/A,N/A,N/A,RT-PH1137,"Naga, Talisay",59,Weather,577,4
SHP-PH1138,Pet Store Davao,Cat Café Manila,2024-11-03,2024-11-21,2024-11-23,Delayed,J&T Express,Road,LIVE-CAT-004,Live Cat,4.0,35x35x35,Fragile,CUST-PH1138,Metro Manila,Afternoon,CAT-PH1138,Pusa,Maine Coon,2,Up-to-date,Playful,RT-PH1138,"Makati, Taguig",786,Customs,1832,20
SHP-PH1139,Warehouse Bacolod,Cat Café Manila,2024-11-01,2024-11-11,2024-11-11,Delayed,J&T Express,Air,CAT-FOOD-002,Premium Cat Food,5.0,40x20x15,Live Animal,CUST-PH1139,Davao,Evening,N/A,N/A,N/A,N/A,N/A,N/A,RT-PH1139,Cebu City Airport,319,Technical Issue,904,61
SHP-PH1140,Shelter Quezon City,Cat Café Makati,2024-11-18,2024-11-05,2024-11-26,Delayed,Grab Pet Transport,Road,CAT-LIT-003,Cat Litter,8.0,45x35x25,Live Animal,CUST-PH1140,Metro Manila,Morning,N/A,N/A,N/A,N/A,N/A,N/A,RT-PH1140,Clark Airport,1226,Customs,2000,100
SHP-PH1141,Shelter Quezon City,Cat Café Makati,2024-11-07,2024-11-10,2024-11-23,Delivered,J&T Express,Road,LIVE-CAT-004,Live Cat,4.0,35x35x35,Keep Dry,CUST-PH1141,Metro Manila,Evening,CAT-PH1141,Muning,Persian,4,Up-to-date,Calm,RT-PH1141,"Makati, Taguig",797,None,679,23
SHP-PH1142,Shelter Manila,Customer Home Davao,2024-11-29,2024-11-30,2024-11-07,Delivered,Grab Pet Transport,Road,CAT-TOY-001,Catnip Toy,0.3,12x6x6,Keep Dry,CUST-PH1142,Davao,Afternoon,N/A,N/A,N/A,N/A,N/A,N/A,RT-PH1142,"Makati, Taguig",85,Customs,1750,100
SHP-PH1143,Pet Store Davao,Customer Home Davao,2024-11-05,2024-11-04,2024-11-02,In-transit,LBC Express,Air,CAT-FOOD-002,Premium Cat Food,5.0,40x20x15,Keep Dry,CUST-PH1143,Davao,Afternoon,N/A,N/A,N/A,N/A,N/A,N/A,RT-PH1143,"Makati, Taguig",777,Customs,293,38
SHP-PH1144,Warehouse Bacolod,Cat Café Makati,2024-11-27,2024-11-04,2024-11-18,Delayed,Pet Express,Air,CAT-LIT-003,Cat Litter,8.0,45x35x25,Keep Dry,CUST-PH1144,Iloilo,Evening,N/A,N/A,N/A,N/A,N/A,N/A,RT-PH1144,Davao City Hub,119,Customs,1105,63
SHP-PH1145,Warehouse Bacolod,Customer Home Davao,2024-11-19,2024-11-28,2024-11-08,In-transit,PawLogistics,Road,LIVE-CAT-004,Live Cat,4.0,35x35x35,Handle with Care,CUST-PH1145,Davao,Morning,CAT-PH1145,Bunso,Persian,4,Up-to-date,Calm,RT-PH1145,Cebu City Airport,965,Customs,672,43
SHP-PH1146,Warehouse Cebu,Cat Café Cebu,2024-11-25,2024-11-05,2024-11-23,Delivered,LBC Express,Road,LIVE-CAT-004,Live Cat,4.0,35x35x35,Fragile,CUST-PH1146,Metro Manila,Evening,CAT-PH1146,Muning,Maine Coon,2,Up-to-date,Shy,RT-PH1146,"Naga, Talisay",527,Traffic,1974,21
SHP-PH1147,Shelter Manila,Customer Home Pasig,2024-11-25,2024-11-24,2024-11-13,Delayed,PawLogistics,Road,CAT-TOY-001,Catnip Toy,0.3,12x6x6,Fragile,CUST-PH1147,Iloilo,Evening,N/A,N/A,N/A,N/A,N/A,N/A,RT-PH1147,Cebu City Airport,1265,Weather,751,49
SHP-PH1148,Shelter Quezon City,Cat Café Cebu,2024-11-14,2024-11-26,2024-11-25,Delayed,Pet Express,Road,CAT-TOY-001,Catnip Toy,0.3,12x6x6,Keep Dry,CUST-PH1148,Cebu,Evening,N/A,N/A,N/A,N/A,N/A,N/A,RT-PH1148,Clark Airport,694,Traffic,1799,48
SHP-PH1149,Pet Store Davao,Cat Café Manila,2024-11-04,2024-11-24,2024-11-05,In-transit,PawLogistics,Road,CAT-TOY-001,Catnip Toy,0.3,12x6x6,Handle with Care,CUST-PH1149,Davao,Morning,N/A,N/A,N/A,N/A,N/A,N/A,RT-PH1149,Davao City Hub,1393,Traffic,1611,3
SHP-PH1150,Shelter Quezon City,Cat Café Manila,2024-11-01,2024-11-02,2024-11-05,Delivered,J&T Express,Road,CAT-FOOD-002,Premium Cat Food,5.0,40x20x15,Fragile,CUST-PH1150,Bacolod,Evening,N/A,N/A,N/A,N/A,N/A,N/A,RT-PH1150,Clark Airport,194,Customs,688,35
SHP-PH1151,Shelter Manila,Customer Home Davao,2024-11-29,2024-11-21,2024-11-02,Delayed,J&T Express,Road,CAT-LIT-003,Cat Litter,8.0,45x35x25,Handle with Care,CUST-PH1151,Davao,Afternoon,N/A,N/A,N/A,N/A,N/A,N/A,RT-PH1151,Cebu City Airport,490,None,1979,45
SHP-PH1152,Pet Store Davao,Cat Café Cebu,2024-11-25,2024-11-11,2024-11-02,In-transit,Grab Pet Transport,Road,CAT-TOY-001,Catnip Toy,0.3,12x6x6,Handle with Care,CUST-PH1152,Davao,Afternoon,N/A,N/A,N/A,N/A,N/A,N/A,RT-PH1152,Cebu City Airport,1144,Weather,1111,61
SHP-PH1153,Pet Store Davao,Cat Café Manila,2024-11-18,2024-11-05,2024-11-25,Delivered,J&T Express,Air,CAT-LIT-003,Cat Litter,8.0,45x35x25,Keep Dry,CUST-PH1153,Cebu,Evening,N/A,N/A,N/A,N/A,N/A,N/A,RT-PH1153,Davao City Hub,140,Customs,1130,68
SHP-PH1154,Pet Store Davao,Cat Café Cebu,2024-11-05,2024-11-27,2024-11-02,Delayed,LBC Express,Air,CAT-FOOD-002,Premium Cat Food,5.0,40x20x15,Handle with Care,CUST-PH1154,Metro Manila,Morning,N/A,N/A,N/A,N/A,N/A,N/A,RT-PH1154,"Naga, Talisay",300,Weather,613,22
SHP-PH1155,Shelter Manila,Customer Home Davao,2024-11-29,2024-11-03,2024-11-27,In-transit,PawLogistics,Road,CAT-LIT-003,Cat Litter,8.0,45x35x25,Fragile,CUST-PH1155,Metro Manila,Evening,N/A,N/A,N/A,N/A,N/A,N/A,RT-PH1155,"Makati, Taguig",1380,None,696,71
SHP-PH1156,Shelter Manila,Cat Café Makati,2024-11-26,2024-11-30,2024-11-11,Delayed,PawLogistics,Air,CAT-SCRATCH-005,Cat Scratcher,3.5,50x40x20,Handle with Care,CUST-PH1156,Iloilo,Evening,N/A,N/A,N/A,N/A,N/A,N/A,RT-PH1156,Cebu City Airport,331,Customs,321,32
SHP-PH1157,Warehouse Cebu,Cat Café Manila,2024-11-14,2024-11-10,2024-11-25,In-transit,J&T Express,Road,CAT-TOY-001,Catnip Toy,0.3,12x6x6,None,CUST-PH1157,Bacolod,Evening,N/A,N/A,N/A,N/A,N/A,N/A,RT-PH1157,Clark Airport,602,Weather,1818,11
SHP-PH1158,Warehouse Bacolod,Customer Home Davao,2024-11-26,2024-11-02,2024-11-23,In-transit,LBC Express,Air,CAT-LIT-003,Cat Litter,8.0,45x35x25,Fragile,CUST-PH1158,Iloilo,Morning,N/A,N/A,N/A,N/A,N/A,N/A,RT-PH1158,Davao City Hub,1309,None,774,17
